SECOND_GAME	GAME_DATE	PLAYER_NAME	AVG_ASSISTS_PER36	ASSISTS_PER36	CHANGE_IN_AP36	COMBINED_MINUTES
693	03-NOV-12	Ersan Ilyasova	1.82814445828144458281444582814445828144	2.66666666666666666666666666666666666667	0.83852220838522208385222083852220838523	52
696	03-NOV-12	Mike Dunleavy	2.4587155963302752293577981651376146789	6.17142857142857142857142857142857142857	3.71271297509829619921363040629095674967	58
698	03-NOV-12	Ekpe Udoh	1.64239631336405529953917050691244239631	1.56521739130434782608695652173913043478	-0.07717892205970747345221398517331196153	46
697	03-NOV-12	Larry Sanders	1.58520475561426684280052840158520475561	0	-1.58520475561426684280052840158520475561	52
530	03-NOV-12	Rajon Rondo	10.81784386617100371747211895910780669145	10.8	-0.01784386617100371747211895910780669145	81
534	03-NOV-12	Courtney Lee	2.33914421553090332805071315372424722662	1.24137931034482758620689655172413793104	-1.09776490518607574184381660200010929558	62
531	03-NOV-12	Paul Pierce	3.39478827361563517915309446254071661238	3.08571428571428571428571428571428571429	-0.30907398790134946486738017682643089809	63
535	03-NOV-12	Brandon Bass	1.60575539568345323741007194244604316547	2.57142857142857142857142857142857142857	0.9656731757451181911613566289825282631	55
533	03-NOV-12	Kevin Garnett	2.9215162840363053924185798184730379071	2.48275862068965517241379310344827586207	-0.43875766334665022000478671502476204503	55
537	03-NOV-12	Jeff Green	1.89634340222575516693163751987281399046	0	-1.89634340222575516693163751987281399046	43
536	03-NOV-12	Jason Terry	3.10165825522710886806056236481614996395	6.35294117647058823529411764705882352941	3.25128292124347936723355528224267356546	42
532	03-NOV-12	Jared Sullinger	2.75366392290704677775547078899819313391	0	-2.75366392290704677775547078899819313391	48
624	03-NOV-12	Joakim Noah	5.02998135131258069143594893128675943193	2.51162790697674418604651162790697674419	-2.51835344433583650538943730337978268774	75
623	03-NOV-12	Luol Deng	2.456935842000701180320205679560593666	3.34883720930232558139534883720930232558	0.89190136730162440107514315764870865958	74
627	03-NOV-12	Richard Hamilton	3.99104143337066069428891377379619260918	3.78947368421052631578947368421052631579	-0.20156774916013437849944008958566629339	46
625	03-NOV-12	Carlos Boozer	2.34704830053667262969588550983899821109	2.76923076923076923076923076923076923077	0.42218246869409660107334525939177101968	53
626	03-NOV-12	Kirk Hinrich	4.91146589259796806966618287373004354137	6	1.08853410740203193033381712626995645863	41
629	03-NOV-12	Nate Robinson	5.54529432499118787451533309834332040888	3	-2.54529432499118787451533309834332040888	51
628	03-NOV-12	Marco Belinelli	2.81635883905013192612137203166226912929	2.48275862068965517241379310344827586207	-0.33360021836047675370757892821399326722	50
681	03-NOV-12	Anderson Varejao	2.79611650485436893203883495145631067961	0	-2.79611650485436893203883495145631067961	66
683	03-NOV-12	Kyrie Irving	5.89585773613033755723565115536151634544	7.63636363636363636363636363636363636364	1.7405059002332988064007124810021200182	63
682	03-NOV-12	Alonzo Gee	1.72252747252747252747252747252747252747	6	4.27747252747252747252747252747252747253	61
685	03-NOV-12	Dion Waiters	3.54955414012738853503184713375796178344	3.7241379310344827586206896551724137931	0.17458379090709422358884252141445200966	54
684	03-NOV-12	Tristan Thompson	1.05290322580645161290322580645161290322	0	-1.05290322580645161290322580645161290322	54
686	03-NOV-12	Daniel Gibson	3.0872093023255813953488372093023255814	0	-3.0872093023255813953488372093023255814	42
647	03-NOV-12	James Harden	7.35643324448752120184153137872546644052	4.3902439024390243902439024390243902439	-2.96618934204849681159762893970107619662	81
649	03-NOV-12	Jeremy Lin	5.95339641293602598503036294308713458551	6.81081081081081081081081081081081081081	0.8574143978747848257804478677236762253	77
650	03-NOV-12	Omer Asik	1.14599341383095499451152579582875960483	1.02857142857142857142857142857142857143	-0.1174219852595264230829543672573310334	70
646	03-NOV-12	Chandler Parsons	3.32374622356495468277945619335347432024	2.29787234042553191489361702127659574468	-1.02587388313942276788583917207687857556	78
648	03-NOV-12	Patrick Patterson	1.91876939684253137228444204560788017811	0	-1.91876939684253137228444204560788017811	67
651	03-NOV-12	Carlos Delfino	3.16962843295638126009693053311793214863	1.8	-1.36962843295638126009693053311793214863	46
581	03-NOV-12	LeBron James	7.23361777491547254870391241345999033972	10.15384615384615384615384615384615384616	2.92022837893068129744993374038616350644	76
582	03-NOV-12	Dwyane Wade	5.23963885565103883389535516153595126727	4.23529411764705882352941176470588235294	-1.00434473800398001036594339683006891433	69
580	03-NOV-12	Chris Bosh	1.90158013544018058690744920993227990971	1.84615384615384615384615384615384615385	-0.05542628928633443306129536377843375586	66
584	03-NOV-12	Shane Battier	1.43166023166023166023166023166023166023	1.71428571428571428571428571428571428571	0.28262548262548262548262548262548262548	45
583	03-NOV-12	Mario Chalmers	5.25392354124748490945674044265593561368	5.29411764705882352941176470588235294118	0.0401941058113386199550242632264173275	54
585	03-NOV-12	Ray Allen	2.56076555023923444976076555023923444976	1.24137931034482758620689655172413793104	-1.31938623989440686355386899851509651872	56
702	03-NOV-12	Mo Williams	6.87146529562982005141388174807197943445	8.30769230769230769230769230769230769231	1.43622701206248764089381055962032825786	70
706	03-NOV-12	Marvin Williams	1.69842357779300891021247429746401644962	1.44	-0.25842357779300891021247429746401644962	54
704	03-NOV-12	Al Jefferson	2.2434127979924717691342534504391468005	2.05714285714285714285714285714285714286	-0.18626994084961462627711059329628965764	63
703	03-NOV-12	Gordon Hayward	4.16280525986224170319348778960551033187	2	-2.16280525986224170319348778960551033187	62
705	03-NOV-12	Paul Millsap	3.36549165120593692022263450834879406308	0	-3.36549165120593692022263450834879406308	56
707	03-NOV-12	Randy Foye	3.57573033707865168539325842696629213483	1.44	-2.13573033707865168539325842696629213483	52
708	03-NOV-12	Derrick Favors	1.68305259539360605018906840838776211757	1.56521739130434782608695652173913043478	-0.11783520408925822410211188664863168279	46
613	03-NOV-12	Greivis Vasquez	7.53057725281005905886835587730996380263	6	-1.53057725281005905886835587730996380263	73
615	03-NOV-12	Robin Lopez	1.46470200131955135254013635363976248076	0	-1.46470200131955135254013635363976248076	69
616	03-NOV-12	Al-Farouq Aminu	1.87290502793296089385474860335195530726	1.33333333333333333333333333333333333333	-0.53957169459962756052141527001862197393	61
614	03-NOV-12	Austin Rivers	3.71957671957671957671957671957671957672	2.11764705882352941176470588235294117647	-1.60192966075319016495487083722377840025	63
612	03-NOV-12	Ryan Anderson	1.27630582891748675246025738077214231643	0.8571428571428571428571428571428571428568	-0.4191629717746296096031145236292851735732	73
554	03-NOV-12	Jason Thompson	1.3097276264591439688715953307392996109	1.5	0.1902723735408560311284046692607003891	58
552	03-NOV-12	Tyreke Evans	6.07348873962860529435005926511260371395	3.27272727272727272727272727272727272727	-2.80076146690133256707733199238533098668	74
555	03-NOV-12	Isaiah Thomas	6.35572084882957777291621089477138481733	3.13043478260869565217391304347826086957	-3.22528606622088212074229785129312394776	49
553	03-NOV-12	DeMarcus Cousins	3.87949858471492114840274969672462596037	0.8571428571428571428571428571428571428568	-3.02235572757206400554560683958176881751	67
556	03-NOV-12	James Johnson	3.93333333333333333333333333333333333333	1.8	-2.13333333333333333333333333333333333333	41
557	03-NOV-12	Marcus Thornton	2.09716251074806534823731728288907996561	3.42857142857142857142857142857142857143	1.33140891782336322319125414568234860582	70
559	03-NOV-12	Chuck Hayes	2.67524868344060854300760678759508484494	4.23529411764705882352941176470588235294	1.560045434206450280521804977110797508	54
558	03-NOV-12	Aaron Brooks	5.13972380178716490658001624695369618197	2.05714285714285714285714285714285714286	-3.08258094464430776372287338981083903911	42
637	03-NOV-12	Damian Lillard	6.24106929747792187127058636327472352614	7.71428571428571428571428571428571428571	1.47321641680779241444369935101099075957	80
634	03-NOV-12	Nicolas Batum	5.46140894993354009747452370403190075321	3.2	-2.26140894993354009747452370403190075321	82
635	03-NOV-12	LaMarcus Aldridge	2.1897890218284774865284500867659146954	5.14285714285714285714285714285714285714	2.95306812102866537061440705609122816174	78
636	03-NOV-12	Wesley Matthews	2.49436977842353795859062840537595350527	4.28571428571428571428571428571428571428	1.79134450729074775569508588033833220901	77
638	03-NOV-12	J.J. Hickson	1.60707517372078332280480101073910296905	2	0.39292482627921667719519898926089703095	62
735	03-NOV-12	Chris Paul	10.63221884498480243161094224924012158055	10.90909090909090909090909090909090909091	0.27687206410610665929814865985078751036	67
734	03-NOV-12	Blake Griffin	4.73452924318012949793015603439125358242	3.78947368421052631578947368421052631579	-0.94505555896960318214068235018072726663	71
736	03-NOV-12	Caron Butler	1.86006458557588805166846071044133476857	1.125	-0.73506458557588805166846071044133476857	57
737	03-NOV-12	DeAndre Jordan	1.09220116618075801749271137026239067055	0	-1.09220116618075801749271137026239067055	45
739	03-NOV-12	Jamal Crawford	3.40654205607476635514018691588785046729	1.125	-2.28154205607476635514018691588785046729	63
740	03-NOV-12	Matt Barnes	2.51795841209829867674858223062381852552	3	0.48204158790170132325141776937618147448	52
723	03-NOV-12	Stephen Curry	7.52146713514439969149027337389664924158	3.34883720930232558139534883720930232558	-4.172629925842074110094924536687346916	86
725	03-NOV-12	Klay Thompson	2.52830815208367922961979080192595052299	3.85714285714285714285714285714285714286	1.32883470505917791323735205521690661987	66
724	03-NOV-12	David Lee	2.96844993141289437585733882030178326475	4.96551724137931034482758620689655172414	1.99706730996641596897024738659476845939	64
727	03-NOV-12	Harrison Barnes	1.89237839908081194944465721945614707009	1.8	-0.09237839908081194944465721945614707009	43
728	03-NOV-12	Jarrett Jack	6.50590075359021754585525380349779610408	7.875	1.36909924640978245414474619650220389592	59
729	03-NOV-12	Carl Landry	1.13135593220338983050847457627118644068	2.25	1.11864406779661016949152542372881355932	56
726	03-NOV-12	Festus Ezeli	0.96245733788395904436860068259385665529	0	-0.96245733788395904436860068259385665529	41
803	04-NOV-12	Kyle Lowry	7.20198401763571231744282171397079085147	5.625	-1.57698401763571231744282171397079085147	72
805	04-NOV-12	Andrea Bargnani	1.44257602862254025044722719141323792487	0	-1.44257602862254025044722719141323792487	58
804	04-NOV-12	DeMar DeRozan	3.71777568975826428632442128640984026651	2.25	-1.46777568975826428632442128640984026651	66
807	04-NOV-12	Landry Fields	2.05541561712846347607052896725440806045	0	-2.05541561712846347607052896725440806045	43
810	04-NOV-12	Amir Johnson	2.41044234952864394488759970993473531545	4.69565217391304347826086956521739130435	2.2852098243843995333732698552826559889	40
808	04-NOV-12	Alan Anderson	1.95103399096743522700261468980270976943	1.16129032258064516129032258064516129032	-0.78974366838679006571229210915754847911	44
870	05-NOV-12	Jrue Holiday	7.48016475178842401907652287014957728159	8.22857142857142857142857142857142857143	0.74840667678300455235204855842185128984	75
873	05-NOV-12	Evan Turner	4.95009166836422896720309635363617844775	8	3.04990833163577103279690364636382155225	64
872	05-NOV-12	Thaddeus Young	2.11648712798977542450246485302172722293	1.24137931034482758620689655172413793104	-0.87510781764494783829556830129758929189	65
878	05-NOV-12	Lavoy Allen	2.07357578305654824469203279377759091865	0	-2.07357578305654824469203279377759091865	42
871	05-NOV-12	Dorell Wright	2.83046683046683046683046683046683046683	1.05882352941176470588235294117647058823	-1.7716433010550657609481138892903598786	67
875	05-NOV-12	Nick Young	1.66026587887740029542097488921713441654	1.24137931034482758620689655172413793104	-0.4188865685325727092140783374929964855	61
859	05-NOV-12	Carmelo Anthony	2.89915277398196228477726154687072970757	2.4	-0.49915277398196228477726154687072970757	69
861	05-NOV-12	Raymond Felton	5.46196345091372715682107947301317467063	12.52173913043478260869565217391304347826	7.05977567952105545187457270089986880763	53
858	05-NOV-12	Ronnie Brewer	2.22924901185770750988142292490118577075	0	-2.22924901185770750988142292490118577075	59
862	05-NOV-12	Jason Kidd	4.20689655172413793103448275862068965517	4	-0.20689655172413793103448275862068965517	43
860	05-NOV-12	Tyson Chandler	1.27359586830213040671400903808908973531	0	-1.27359586830213040671400903808908973531	49
863	05-NOV-12	J.R. Smith	2.69071197748358177838006880016678828312	5.29411764705882352941176470588235294118	2.60340566957524175103169590571556465806	69
865	05-NOV-12	Steve Novak	0.9206680584551148225469728601252609603356	1.63636363636363636363636363636363636364	0.7156955779085215410893907762383754033044	46
864	05-NOV-12	Pablo Prigioni	5.78590078328981723237597911227154046997	8.64	2.85409921671018276762402088772845953003	40
885	05-NOV-12	Marcin Gortat	1.77808571711372859546669306146689102247	0	-1.77808571711372859546669306146689102247	62
884	05-NOV-12	Goran Dragić	6.17233201581027667984189723320158102767	11.17241379310344827586206896551724137931	5.00008177729317159602017173231566035164	64
883	05-NOV-12	Michael Beasley	2.59451795841209829867674858223062381853	1.24137931034482758620689655172413793104	-1.35313864806727071246985203050648588749	63
882	05-NOV-12	Luis Scola	2.34334763948497854077253218884120171674	0	-2.34334763948497854077253218884120171674	65
886	05-NOV-12	Jared Dudley	2.97087378640776699029126213592233009709	3.13043478260869565217391304347826086957	0.15956099620092866188265090755593077248	48
888	05-NOV-12	Shannon Brown	2.51411589895988112927191679049034175334	3.42857142857142857142857142857142857143	0.91445552961154744215665463808108681809	41
887	05-NOV-12	Markieff Morris	2.43067846607669616519174041297935103245	1.38461538461538461538461538461538461539	-1.04606308146131154980712502836396641706	42
911	05-NOV-12	Luke Ridnour	4.73324905183312262958280657395701643489	3.78947368421052631578947368421052631579	-0.9437753676225963137933328897464901191	51
908	05-NOV-12	Andrei Kirilenko	3.17064220183486238532110091743119266055	6.54545454545454545454545454545454545454	3.37481234361968306922435362802335279399	62
910	05-NOV-12	Nikola Pekovic	1.05238784370477568740955137481910274964	1.38461538461538461538461538461538461539	0.33222754091060892797506400979628186575	55
912	05-NOV-12	Derrick Williams	1.2928176795580110497237569060773480663	4	2.7071823204419889502762430939226519337	44
909	05-NOV-12	Brandon Roy	6.19354838709677419354838709677419354839	8.68965517241379310344827586206896551724	2.49610678531701890989988876529477196885	51
916	05-NOV-12	Alexey Shved	5.15620943314582431847684984855041107746	6	0.84379056685417568152315015144958892254	40
915	05-NOV-12	Chase Budinger	1.92038216560509554140127388535031847134	1.38461538461538461538461538461538461539	-0.53576678098971092601665850073493385595	47
914	05-NOV-12	Dante Cunningham	1.15714285714285714285714285714285714286	2.76923076923076923076923076923076923077	1.61208791208791208791208791208791208791	45
1243	07-NOV-12	Nikola Vu�?ević	2.66666666666666666666666666666666666667	0	-2.66666666666666666666666666666666666667	60
1242	07-NOV-12	Glen Davis	1.77473467990414241698048613488531324889	7.57894736842105263157894736842105263158	5.80421268851691021459846123353573938269	55
1240	07-NOV-12	Arron Afflalo	2.55184770436730123180291153415453527436	0	-2.55184770436730123180291153415453527436	62
1239	07-NOV-12	E'Twaun Moore	3.18720548336427245466228759103241467942	4	0.81279451663572754533771240896758532058	69
1246	07-NOV-12	J.J. Redick	2.87223506107626279300099042588312974579	1.8	-1.07223506107626279300099042588312974579	54
1284	07-NOV-12	Jonas Valan�?iūnas	0.9619178424272693220127356723685853414916	0	-0.9619178424272693220127356723685853414916	42
1280	07-NOV-12	DeMar DeRozan	3.71777568975826428632442128640984026651	6.3	2.58222431024173571367557871359015973349	68
1281	07-NOV-12	Andrea Bargnani	1.44257602862254025044722719141323792487	2.76923076923076923076923076923076923077	1.3266547406082289803220035778175313059	64
1282	07-NOV-12	Jose Calderon	6.17186397629462395936221250176379286017	6.54545454545454545454545454545454545454	0.37359056915992149518324204369075259437	53
1324	07-NOV-12	Rodney Stuckey	3.85991701244813278008298755186721991701	4.23529411764705882352941176470588235294	0.37537710519892604344642421283866243593	73
1322	07-NOV-12	Greg Monroe	3.12874283861204194141173927143011566317	9.9	6.77125716138795805858826072856988433683	75
1325	07-NOV-12	Brandon Knight	5.23321894303363074811256005490734385724	4.36363636363636363636363636363636363636	-0.86958257939726711174892369127098022088	66
1326	07-NOV-12	Tayshaun Prince	2.42301656495204882301656495204882301657	1.33333333333333333333333333333333333333	-1.08968323161871548968323161871548968324	56
1323	07-NOV-12	Jason Maxiell	0.9604001667361400583576490204251771571488	1.05882352941176470588235294117647058823	0.0984233626756246475247039207512934310812	57
1329	07-NOV-12	Jonas Jerebko	1.81595609962009286618826509075559307725	0	-1.81595609962009286618826509075559307725	40
1327	07-NOV-12	Kyle Singler	1.27741935483870967741935483870967741936	0	-1.27741935483870967741935483870967741936	44
1264	07-NOV-12	Ty Lawson	7.99897606553180596441827723025726353513	7.57894736842105263157894736842105263158	-0.42002869711075333283932986183621090355	77
1265	07-NOV-12	Andre Iguodala	4.71839140962206548057690283187703968839	2.84210526315789473684210526315789473684	-1.87628614646417074373479756871914495155	74
1263	07-NOV-12	Danilo Gallinari	2.48294762484774665042630937880633373934	2.63414634146341463414634146341463414634	0.151198716615667983720032084608300407	73
1267	07-NOV-12	Kosta Koufos	1.09749303621169916434540389972144846797	0	-1.09749303621169916434540389972144846797	51
1266	07-NOV-12	Kenneth Faried	1.5064935064935064935064935064935064935	0	-1.5064935064935064935064935064935064935	58
1268	07-NOV-12	Andre Miller	7.85525249797461517688360788549824466649	7.5	-0.35525249797461517688360788549824466649	50
1269	07-NOV-12	Corey Brewer	2.39815526518063028439661798616448885473	1.63636363636363636363636363636363636364	-0.76179162881699392076025434980085249109	42
1408	08-NOV-12	Blake Griffin	4.73452924318012949793015603439125358242	5.53846153846153846153846153846153846154	0.80393229528140896360830550407028487912	56
1406	08-NOV-12	Chris Paul	10.63221884498480243161094224924012158055	6.35294117647058823529411764705882352941	-4.27927766851421419631682460218129805114	63
1407	08-NOV-12	DeAndre Jordan	1.09220116618075801749271137026239067055	1.28571428571428571428571428571428571429	0.19351311953352769679300291545189504374	55
1409	08-NOV-12	Caron Butler	1.86006458557588805166846071044133476857	1.71428571428571428571428571428571428571	-0.14577887129017376595417499615562048286	42
1411	08-NOV-12	Jamal Crawford	3.40654205607476635514018691588785046729	1.28571428571428571428571428571428571429	-2.120827770360480640854472630173564753	55
1412	08-NOV-12	Matt Barnes	2.51795841209829867674858223062381852552	4	1.48204158790170132325141776937618147448	54
1592	09-NOV-12	Thabo Sefolosha	2.20236530880420499342969776609724047306	1.44	-0.76236530880420499342969776609724047306	64
1588	09-NOV-12	Kevin Durant	5.02025452590069905000896217960207922567	1.89473684210526315789473684210526315789	-3.12551768379543589211422533749681606778	76
1589	09-NOV-12	Serge Ibaka	0.9777182748398202161231710815721526250372	0	-0.9777182748398202161231710815721526250372	72
1590	09-NOV-12	Russell Westbrook	9.54283146067415730337078651685393258427	6.96774193548387096774193548387096774194	-2.57508952519028633562885103298296484233	67
1591	09-NOV-12	Kendrick Perkins	2.01844006977323697981559930226763020184	7.44827586206896551724137931034482758621	5.42983579229572853742578000807719738437	49
1593	09-NOV-12	Kevin Martin	2.07218844984802431610942249240121580547	2.18181818181818181818181818181818181818	0.10962973197015750207239568941696601271	64
1824	10-NOV-12	Monta Ellis	5.04577464788732394366197183098591549296	7.57894736842105263157894736842105263158	2.53317272053372868791697553743513713862	70
1823	10-NOV-12	Brandon Jennings	7.54256233877901977644024075666380051591	4.28571428571428571428571428571428571428	-3.25684805306473406215452647094951480163	73
1825	10-NOV-12	Ersan Ilyasova	1.82814445828144458281444582814445828144	2.25	0.42185554171855541718555417185554171856	54
1832	10-NOV-12	Mike Dunleavy	2.4587155963302752293577981651376146789	2.57142857142857142857142857142857142857	0.11271297509829619921363040629095674967	47
1828	10-NOV-12	Larry Sanders	1.58520475561426684280052840158520475561	0	-1.58520475561426684280052840158520475561	57
1831	10-NOV-12	Ekpe Udoh	1.64239631336405529953917050691244239631	0	-1.64239631336405529953917050691244239631	46
1725	10-NOV-12	A.J. Price	5.4683544303797468354430379746835443038	13.62162162162162162162162162162162162162	8.15326719124187478617858364693807731782	73
1727	10-NOV-12	Emeka Okafor	1.67297762478485370051635111876075731497	0	-1.67297762478485370051635111876075731497	68
1726	10-NOV-12	Bradley Beal	3.48020759133000915844102981581357484482	2.05714285714285714285714285714285714286	-1.42306473418715201558388695867071770196	69
1729	10-NOV-12	Trevor Ariza	2.41127694859038142620232172470978441128	2.76923076923076923076923076923076923077	0.35795382064038780456690904452098481949	58
1728	10-NOV-12	Trevor Booker	1.99027237354085603112840466926070038911	1.16129032258064516129032258064516129032	-0.82898205096021086983808208861553909879	58
1706	10-NOV-12	Jrue Holiday	7.48016475178842401907652287014957728159	5.14285714285714285714285714285714285714	-2.33730760893128116193366572729243442445	77
1707	10-NOV-12	Thaddeus Young	2.11648712798977542450246485302172722293	2.11764705882352941176470588235294117647	0.00115993083375398726224102933121395354	75
1705	10-NOV-12	Evan Turner	4.95009166836422896720309635363617844775	3.89189189189189189189189189189189189189	-1.05819977647233707531120446174428655586	78
1708	10-NOV-12	Dorell Wright	2.83046683046683046683046683046683046683	0	-2.83046683046683046683046683046683046683	63
1709	10-NOV-12	Lavoy Allen	2.07357578305654824469203279377759091865	3.42857142857142857142857142857142857143	1.35499564551488032673653863479383765278	44
1711	10-NOV-12	Spencer Hawes	3.29499829874106839060905069751616195985	4.69565217391304347826086956521739130435	1.4006538751719750876518188677012293445	45
1710	10-NOV-12	Nick Young	1.66026587887740029542097488921713441654	0	-1.66026587887740029542097488921713441654	50
1813	10-NOV-12	Rajon Rondo	10.81784386617100371747211895910780669145	10.7027027027027027027027027027027027027	-0.11514116346830101476941625640510398875	79
1814	10-NOV-12	Paul Pierce	3.39478827361563517915309446254071661238	3.08571428571428571428571428571428571429	-0.30907398790134946486738017682643089809	71
1816	10-NOV-12	Kevin Garnett	2.9215162840363053924185798184730379071	3.48387096774193548387096774193548387097	0.56235468370563009145238792346244596387	62
